FIPStxt,State,Area_Name,POP_ESTIMATE_2023
41057,OR,Tillamook County,"27,417"
41059,OR,Umatilla County,"80,053"
41061,OR,Union County,"25,944"
41063,OR,Wallowa County,"7,674"
41065,OR,Wasco County,"26,333"
41067,OR,Washington County,"598,865"
41069,OR,Wheeler County,"1,436"
41071,OR,Yamhill County,"108,644"
42000,PA,Pennsylvania,"12,961,683"
42001,PA,Adams County,"106,748"
42003,PA,Allegheny County,"1,224,825"
42005,PA,Armstrong County,"64,074"
42007,PA,Beaver County,"165,631"
42009,PA,Bedford County,"47,350"
42011,PA,Berks County,"432,821"
42013,PA,Blair County,"120,273"
42015,PA,Bradford County,"59,695"
42017,PA,Bucks County,"645,984"
42019,PA,Butler County,"198,413"
42021,PA,Cambria County,"130,668"
42023,PA,Cameron County,"4,380"
42025,PA,Carbon County,"65,458"
42027,PA,Centre County,"157,795"
42029,PA,Chester County,"549,784"
42031,PA,Clarion County,"36,970"
42033,PA,Clearfield County,"77,090"
42035,PA,Clinton County,"37,607"
42037,PA,Columbia County,"65,439"
42039,PA,Crawford County,"82,001"
42041,PA,Cumberland County,"270,738"
42043,PA,Dauphin County,"289,234"
42045,PA,Delaware County,"576,720"
42047,PA,Elk County,"30,198"
42049,PA,Erie County,"267,571"
42051,PA,Fayette County,"123,915"
42053,PA,Forest County,"6,449"
42055,PA,Franklin County,"157,854"
42057,PA,Fulton County,"14,468"
42059,PA,Greene County,"34,357"
42061,PA,Huntingdon County,"43,514"
42063,PA,Indiana County,"83,094"
42065,PA,Jefferson County,"43,612"
42067,PA,Juniata County,"23,243"
42069,PA,Lackawanna County,"216,123"
42071,PA,Lancaster County,"558,589"
42073,PA,Lawrence County,"84,472"
42075,PA,Lebanon County,"144,252"
42077,PA,Lehigh County,"377,754"
42079,PA,Luzerne County,"327,388"
42081,PA,Lycoming County,"112,724"
42083,PA,McKean County,"39,519"
42085,PA,Mercer County,"108,503"
42087,PA,Mifflin County,"45,922"
42089,PA,Monroe County,"166,053"
42091,PA,Montgomery County,"868,742"
42093,PA,Montour County,"17,860"
42095,PA,Northampton County,"319,091"
42097,PA,Northumberland County,"90,120"
42099,PA,Perry County,"46,083"
42101,PA,Philadelphia County,"1,550,542"
42103,PA,Pike County,"61,247"
42105,PA,Potter County,"15,999"
42107,PA,Schuylkill County,"143,786"
42109,PA,Snyder County,"39,717"
42111,PA,Somerset County,"72,197"
42113,PA,Sullivan County,"5,834"
42115,PA,Susquehanna County,"38,109"
42117,PA,Tioga County,"40,840"
42119,PA,Union County,"42,042"
42121,PA,Venango County,"49,431"
42123,PA,Warren County,"37,572"
42125,PA,Washington County,"210,232"
42127,PA,Wayne County,"51,262"
42129,PA,Westmoreland County,"351,163"
42131,PA,Wyoming County,"25,902"
42133,PA,York County,"464,640"
44000,RI,Rhode Island,"1,095,962"
44001,RI,Bristol County,"50,255"
44003,RI,Kent County,"171,278"
44005,RI,Newport County,"83,832"
44007,RI,Providence County,"660,615"
44009,RI,Washington County,"129,982"
45000,SC,South Carolina,"5,373,555"
45001,SC,Abbeville County,"24,434"
45003,SC,Aiken County,"177,130"
45005,SC,Allendale County,"7,369"
45007,SC,Anderson County,"213,076"
45009,SC,Bamberg County,"12,974"
45011,SC,Barnwell County,"20,447"
45013,SC,Beaufort County,"198,979"
45015,SC,Berkeley County,"255,217"
45017,SC,Calhoun County,"14,186"
45019,SC,Charleston County,"424,367"
45021,SC,Cherokee County,"56,714"
45023,SC,Chester County,"32,226"
45025,SC,Chesterfield County,"44,031"
45027,SC,Clarendon County,"31,004"
45029,SC,Colleton County,"38,874"
45031,SC,Darlington County,"62,416"
45033,SC,Dillon County,"27,698"
45035,SC,Dorchester County,"169,833"
45037,SC,Edgefield County,"27,607"
45039,SC,Fairfield County,"20,422"
45041,SC,Florence County,"137,214"
45043,SC,Georgetown County,"65,731"
45045,SC,Greenville County,"558,036"
45047,SC,Greenwood County,"69,460"
45049,SC,Hampton County,"18,122"
45051,SC,Horry County,"397,478"
45053,SC,Jasper County,"33,544"
45055,SC,Kershaw County,"69,905"
45057,SC,Lancaster County,"108,215"
45059,SC,Laurens County,"68,873"
45061,SC,Lee County,"15,967"
45063,SC,Lexington County,"309,528"
45065,SC,McCormick County,"9,941"
45067,SC,Marion County,"28,508"
45069,SC,Marlboro County,"25,704"
45071,SC,Newberry County,"38,825"
45073,SC,Oconee County,"81,221"
45075,SC,Orangeburg County,"82,820"
45077,SC,Pickens County,"135,495"
45079,SC,Richland County,"425,138"
45081,SC,Saluda County,"19,123"
45083,SC,Spartanburg County,"356,698"
45085,SC,Sumter County,"104,165"
45087,SC,Union County,"26,629"
45089,SC,Williamsburg County,"29,891"
45091,SC,York County,"298,320"
46000,SD,South Dakota,"919,318"
46003,SD,Aurora County,"2,782"
46005,SD,Beadle County,"19,591"
46007,SD,Bennett County,"3,305"
46009,SD,Bon Homme County,"7,065"
46011,SD,Brookings County,"35,980"
46013,SD,Brown County,"37,733"
46015,SD,Brule County,"5,311"
46017,SD,Buffalo County,"1,884"
46019,SD,Butte County,"10,863"
46021,SD,Campbell County,"1,340"
46023,SD,Charles Mix County,"9,240"
46025,SD,Clark County,"3,948"
46027,SD,Clay County,"15,431"
46029,SD,Codington County,"28,971"
46031,SD,Corson County,"3,782"
46033,SD,Custer County,"9,117"
46035,SD,Davison County,"19,922"
46037,SD,Day County,"5,451"
46039,SD,Deuel County,"4,354"
46041,SD,Dewey County,"5,208"
46043,SD,Douglas County,"2,838"
46045,SD,Edmunds County,"4,057"
46047,SD,Fall River County,"7,393"
46049,SD,Faulk County,"2,151"
46051,SD,Grant County,"7,553"
46053,SD,Gregory County,"4,018"
46055,SD,Haakon County,"1,851"
46057,SD,Hamlin County,"6,451"
46059,SD,Hand County,"3,107"
46061,SD,Hanson County,"3,471"
46063,SD,Harding County,"1,324"
46065,SD,Hughes County,"17,624"
46067,SD,Hutchinson County,"7,394"
46069,SD,Hyde County,"1,186"
46071,SD,Jackson County,"2,776"
46073,SD,Jerauld County,"1,660"
46075,SD,Jones County,855
46077,SD,Kingsbury County,"5,276"
46079,SD,Lake County,"11,031"
46081,SD,Lawrence County,"28,053"
46083,SD,Lincoln County,"73,238"
46085,SD,Lyman County,"3,705"
46087,SD,McCook County,"5,809"
46089,SD,McPherson County,"2,334"
46091,SD,Marshall County,"4,390"
46093,SD,Meade County,"30,954"
46095,SD,Mellette County,"1,851"
46097,SD,Miner County,"2,280"
46099,SD,Minnehaha County,"206,930"
46101,SD,Moody County,"6,450"
46102,SD,Oglala Lakota County,"13,434"
46103,SD,Pennington County,"115,903"
46105,SD,Perkins County,"2,834"
46107,SD,Potter County,"2,413"
46109,SD,Roberts County,"10,206"
46111,SD,Sanborn County,"2,399"
46115,SD,Spink County,"6,166"
46117,SD,Stanley County,"3,043"
46119,SD,Sully County,"1,494"
46121,SD,Todd County,"9,199"
46123,SD,Tripp County,"5,621"
46125,SD,Turner County,"9,027"
46127,SD,Union County,"17,183"
46129,SD,Walworth County,"5,269"
46135,SD,Yankton County,"23,517"
46137,SD,Ziebach County,"2,322"
47000,TN,Tennessee,"7,126,489"
47001,TN,Anderson County,"80,234"
47003,TN,Bedford County,"53,055"
47005,TN,Benton County,"16,103"
47007,TN,Bledsoe County,"15,060"
47009,TN,Blount County,"141,456"
47011,TN,Bradley County,"111,579"
47013,TN,Campbell County,"40,223"
47015,TN,Cannon County,"15,063"
47017,TN,Carroll County,"28,860"
47019,TN,Carter County,"57,022"
47021,TN,Cheatham County,"42,254"
47023,TN,Chester County,"17,606"
47025,TN,Claiborne County,"32,654"
47027,TN,Clay County,"7,714"
47029,TN,Cocke County,"37,404"
47031,TN,Coffee County,"60,633"
47033,TN,Crockett County,"13,982"
47035,TN,Cumberland County,"64,760"
47037,TN,Davidson County,"712,334"
47039,TN,Decatur County,"11,656"
47041,TN,DeKalb County,"21,225"
47043,TN,Dickson County,"56,729"
47045,TN,Dyer County,"36,498"
47047,TN,Fayette County,"44,175"
47049,TN,Fentress County,"19,696"
47051,TN,Franklin County,"44,654"
47053,TN,Gibson County,"51,045"
47055,TN,Giles County,"30,721"
47057,TN,Grainger County,"24,681"
47059,TN,Greene County,"72,577"
47061,TN,Grundy County,"13,955"
47063,TN,Hamblen County,"66,216"
47065,TN,Hamilton County,"379,864"
47067,TN,Hancock County,"6,956"
47069,TN,Hardeman County,"25,567"
47071,TN,Hardin County,"27,229"
47073,TN,Hawkins County,"58,600"
47075,TN,Haywood County,"17,328"
47077,TN,Henderson County,"28,070"
47079,TN,Henry County,"32,554"
47081,TN,Hickman County,"25,826"
47083,TN,Houston County,"8,393"
47085,TN,Humphreys County,"19,209"
47087,TN,Jackson County,"12,363"
47089,TN,Jefferson County,"57,838"
47091,TN,Johnson County,"18,375"
47093,TN,Knox County,"500,669"
47095,TN,Lake County,"6,347"
47097,TN,Lauderdale County,"24,610"
47099,TN,Lawrence County,"46,114"
47101,TN,Lewis County,"13,066"
47103,TN,Lincoln County,"36,169"
47105,TN,Loudon County,"60,591"
47107,TN,McMinn County,"55,678"
47109,TN,McNairy County,"26,163"
47111,TN,Macon County,"26,793"
47113,TN,Madison County,"99,193"
47115,TN,Marion County,"29,382"
47117,TN,Marshall County,"36,961"
47119,TN,Maury County,"110,760"
47121,TN,Meigs County,"13,691"
47123,TN,Monroe County,"48,594"
47125,TN,Montgomery County,"239,872"
47127,TN,Moore County,"6,748"
47129,TN,Morgan County,"21,573"
47131,TN,Obion County,"30,411"
47133,TN,Overton County,"23,327"
47135,TN,Perry County,"8,891"
47137,TN,Pickett County,"5,128"
47139,TN,Polk County,"18,033"
47141,TN,Putnam County,"83,844"
47143,TN,Rhea County,"33,924"
47145,TN,Roane County,"56,096"
47147,TN,Robertson County,"76,776"
47149,TN,Rutherford County,"367,101"
47151,TN,Scott County,"22,171"
47153,TN,Sequatchie County,"17,161"
47155,TN,Sevier County,"99,415"
47157,TN,Shelby County,"910,042"
47159,TN,Smith County,"20,538"
47161,TN,Stewart County,"14,222"
47163,TN,Sullivan County,"162,135"
47165,TN,Sumner County,"207,994"
47167,TN,Tipton County,"62,015"
47169,TN,Trousdale County,"12,271"
47171,TN,Unicoi County,"17,756"
47173,TN,Union County,"20,741"
47175,TN,Van Buren County,"6,493"
47177,TN,Warren County,"42,638"
47179,TN,Washington County,"138,420"
47181,TN,Wayne County,"16,066"
47183,TN,Weakley County,"33,084"
47185,TN,White County,"28,692"
47187,TN,Williamson County,"264,460"
47189,TN,Wilson County,"163,674"
48000,TX,Texas,"30,503,301"
48001,TX,Anderson County,"57,736"
48003,TX,Andrews County,"18,664"
48005,TX,Angelina County,"87,319"
48007,TX,Aransas County,"25,374"
48009,TX,Archer County,"9,029"
48011,TX,Armstrong County,"1,832"
48013,TX,Atascosa County,"51,784"
48015,TX,Austin County,"31,677"
48017,TX,Bailey County,"6,672"
48019,TX,Bandera County,"22,637"
48021,TX,Bastrop County,"110,778"
48023,TX,Baylor County,"3,463"
48025,TX,Bee County,"30,850"
48027,TX,Bell County,"393,193"
48029,TX,Bexar County,"2,087,679"
48031,TX,Blanco County,"13,048"
48033,TX,Borden County,572
48035,TX,Bosque County,"18,996"
48037,TX,Bowie County,"91,687"
48039,TX,Brazoria County,"398,938"
48041,TX,Brazos County,"244,703"
48043,TX,Brewster County,"9,513"
48045,TX,Briscoe County,"1,445"
48047,TX,Brooks County,"6,848"
48049,TX,Brown County,"38,709"
48051,TX,Burleson County,"19,475"
48053,TX,Burnet County,"53,991"
48055,TX,Caldwell County,"49,859"
48057,TX,Calhoun County,"19,696"
48059,TX,Callahan County,"14,374"
48061,TX,Cameron County,"426,710"
48063,TX,Camp County,"13,000"
48065,TX,Carson County,"5,878"
48067,TX,Cass County,"28,659"
48069,TX,Castro County,"7,227"
48071,TX,Chambers County,"53,876"
48073,TX,Cherokee County,"52,217"
48075,TX,Childress County,"6,788"
48077,TX,Clay County,"10,738"
48079,TX,Cochran County,"2,509"
48081,TX,Coke County,"3,352"
48083,TX,Coleman County,"7,842"
48085,TX,Collin County,"1,195,359"
48087,TX,Collingsworth County,"2,563"
48089,TX,Colorado County,"21,117"
48091,TX,Comal County,"193,928"
48093,TX,Comanche County,"14,050"
48095,TX,Concho County,"3,297"
48097,TX,Cooke County,"43,782"
48099,TX,Coryell County,"84,878"
48101,TX,Cottle County,"1,294"
48103,TX,Crane County,"4,574"
48105,TX,Crockett County,"2,858"
48107,TX,Crosby County,"4,917"
48109,TX,Culberson County,"2,196"
48111,TX,Dallam County,"7,237"
48113,TX,Dallas County,"2,606,358"
48115,TX,Dawson County,"12,004"
48117,TX,Deaf Smith County,"18,347"
48119,TX,Delta County,"5,520"
48121,TX,Denton County,"1,007,703"
48123,TX,DeWitt County,"19,929"
48125,TX,Dickens County,"1,711"
48127,TX,Dimmit County,"8,257"
48129,TX,Donley County,"3,214"
48131,TX,Duval County,"9,604"
48133,TX,Eastland County,"18,037"
48135,TX,Ector County,"164,494"
48137,TX,Edwards County,"1,393"
48139,TX,Ellis County,"222,829"
48141,TX,El Paso County,"869,880"
48143,TX,Erath County,"44,195"
48145,TX,Falls County,"17,286"
48147,TX,Fannin County,"37,571"
48149,TX,Fayette County,"25,474"
48151,TX,Fisher County,"3,612"
48153,TX,Floyd County,"5,090"
48155,TX,Foard County,"1,079"
48157,TX,Fort Bend County,"916,778"
48159,TX,Franklin County,"10,735"
48161,TX,Freestone County,"20,441"
48163,TX,Frio County,"17,987"
48165,TX,Gaines County,"22,523"
48167,TX,Galveston County,"361,744"
48169,TX,Garza County,"4,517"
48171,TX,Gillespie County,"27,733"
48173,TX,Glasscock County,"1,141"
48175,TX,Goliad County,"7,144"
48177,TX,Gonzales County,"19,930"
48179,TX,Gray County,"20,916"
48181,TX,Grayson County,"146,907"
48183,TX,Gregg County,"126,243"
48185,TX,Grimes County,"32,384"
48187,TX,Guadalupe County,"188,454"
48189,TX,Hale County,"31,761"
48191,TX,Hall County,"2,818"
48193,TX,Hamilton County,"8,619"
48195,TX,Hansford County,"5,071"
48197,TX,Hardeman County,"3,490"
48199,TX,Hardin County,"58,261"
48201,TX,Harris County,"4,835,125"
48203,TX,Harrison County,"70,895"
48205,TX,Hartley County,"5,145"
48207,TX,Haskell County,"5,385"
48209,TX,Hays County,"280,486"
48211,TX,Hemphill County,"3,189"
48213,TX,Henderson County,"86,158"
48215,TX,Hidalgo County,"898,471"
48217,TX,Hill County,"38,101"
48219,TX,Hockley County,"21,460"
48221,TX,Hood County,"67,774"
48223,TX,Hopkins County,"38,172"
48225,TX,Houston County,"22,066"
48227,TX,Howard County,"30,554"
48229,TX,Hudspeth County,"3,451"
48231,TX,Hunt County,"113,347"
48233,TX,Hutchinson County,"20,033"
48235,TX,Irion County,"1,549"
48237,TX,Jack County,"8,875"
48239,TX,Jackson County,"15,221"
48241,TX,Jasper County,"32,694"
48243,TX,Jeff Davis County,"1,856"
48245,TX,Jefferson County,"251,496"
48247,TX,Jim Hogg County,"4,720"
48249,TX,Jim Wells County,"38,662"
48251,TX,Johnson County,"202,906"
48253,TX,Jones County,"20,381"
48255,TX,Karnes County,"15,018"
48257,TX,Kaufman County,"185,690"
48259,TX,Kendall County,"50,537"
48261,TX,Kenedy County,343
48263,TX,Kent County,734
48265,TX,Kerr County,"53,915"
48267,TX,Kimble County,"4,442"
48269,TX,King County,217
48271,TX,Kinney County,"3,148"
48273,TX,Kleberg County,"30,069"
48275,TX,Knox County,"3,302"
48277,TX,Lamar County,"51,127"
48279,TX,Lamb County,"12,711"
48281,TX,Lampasas County,"23,262"
48283,TX,La Salle County,"6,537"
48285,TX,Lavaca County,"20,571"
48287,TX,Lee County,"18,240"
48289,TX,Leon County,"16,538"
48291,TX,Liberty County,"108,272"
48293,TX,Limestone County,"22,250"
48295,TX,Lipscomb County,"2,906"
48297,TX,Live Oak County,"11,584"
48299,TX,Llano County,"22,875"
48301,TX,Loving County,43
48303,TX,Lubbock County,"320,940"
48305,TX,Lynn County,"5,761"
48307,TX,McCulloch County,"7,452"
48309,TX,McLennan County,"268,583"
48311,TX,McMullen County,568
48313,TX,Madison County,"13,742"
48315,TX,Marion County,"9,571"
48317,TX,Martin County,"5,216"
48319,TX,Mason County,"3,931"
48321,TX,Matagorda County,"36,359"
48323,TX,Maverick County,"57,762"
48325,TX,Medina County,"54,797"
48327,TX,Menard County,"1,958"
48329,TX,Midland County,"177,108"
48331,TX,Milam County,"25,951"
48333,TX,Mills County,"4,548"
48335,TX,Mitchell County,"9,075"
48337,TX,Montague County,"21,598"
48339,TX,Montgomery County,"711,354"
48341,TX,Moore County,"21,190"
48343,TX,Morris County,"12,066"
48345,TX,Motley County,"1,020"
48347,TX,Nacogdoches County,"65,375"
48349,TX,Navarro County,"55,635"
48351,TX,Newton County,"12,039"
48353,TX,Nolan County,"14,306"
48355,TX,Nueces County,"352,289"
48357,TX,Ochiltree County,"9,704"
48359,TX,Oldham County,"1,783"
48361,TX,Orange County,"85,722"
48363,TX,Palo Pinto County,"29,747"
48365,TX,Panola County,"22,838"
48367,TX,Parker County,"173,494"
48369,TX,Parmer County,"9,617"
48371,TX,Pecos County,"14,623"
48373,TX,Polk County,"54,186"
48375,TX,Potter County,"114,647"
48377,TX,Presidio County,"5,795"
48379,TX,Rains County,"12,986"
48381,TX,Randall County,"148,255"
48383,TX,Reagan County,"3,141"
48385,TX,Real County,"2,854"
48387,TX,Red River County,"11,678"
48389,TX,Reeves County,"11,770"
48391,TX,Refugio County,"6,666"
48393,TX,Roberts County,840
48395,TX,Robertson County,"17,267"
48397,TX,Rockwall County,"131,307"
48399,TX,Runnels County,"9,868"
48401,TX,Rusk County,"53,079"
48403,TX,Sabine County,"10,106"
48405,TX,San Augustine County,"7,833"
48407,TX,San Jacinto County,"28,936"
48409,TX,San Patricio County,"70,660"
48411,TX,San Saba County,"5,845"
48413,TX,Schleicher County,"2,391"
48415,TX,Scurry County,"16,212"
48417,TX,Shackelford County,"3,229"
48419,TX,Shelby County,"24,179"
48421,TX,Sherman County,"2,678"
48423,TX,Smith County,"245,209"
48425,TX,Somervell County,"9,888"
48427,TX,Starr County,"65,934"
48429,TX,Stephens County,"9,343"
48431,TX,Sterling County,"1,397"
48433,TX,Stonewall County,"1,218"
48435,TX,Sutton County,"3,221"
48437,TX,Swisher County,"6,955"
48439,TX,Tarrant County,"2,182,947"
48441,TX,Taylor County,"146,836"
48443,TX,Terrell County,687
48445,TX,Terry County,"11,547"
48447,TX,Throckmorton County,"1,526"
48449,TX,Titus County,"31,357"
48451,TX,Tom Green County,"119,057"
48453,TX,Travis County,"1,334,961"
48455,TX,Trinity County,"14,228"
48457,TX,Tyler County,"20,382"
48459,TX,Upshur County,"43,281"
48461,TX,Upton County,"3,109"
48463,TX,Uvalde County,"24,960"
48465,TX,Val Verde County,"47,720"
48467,TX,Van Zandt County,"64,000"
48469,TX,Victoria County,"91,664"
48471,TX,Walker County,"81,268"
48473,TX,Waller County,"63,553"
48475,TX,Ward County,"10,966"
48477,TX,Washington County,"37,007"
48479,TX,Webb County,"269,148"
48481,TX,Wharton County,"41,739"
48483,TX,Wheeler County,"4,804"
48485,TX,Wichita County,"130,180"
48487,TX,Wilbarger County,"12,522"
48489,TX,Willacy County,"20,037"
48491,TX,Williamson County,"697,191"
48493,TX,Wilson County,"54,183"
48495,TX,Winkler County,"7,414"
48497,TX,Wise County,"78,097"
48499,TX,Wood County,"47,921"
48501,TX,Yoakum County,"7,468"
48503,TX,Young County,"18,124"
48505,TX,Zapata County,"13,736"
48507,TX,Zavala County,"9,312"
49000,UT,Utah,"3,417,734"
49001,UT,Beaver County,"7,233"
49003,UT,Box Elder County,"62,684"
49005,UT,Cache County,"142,393"
49007,UT,Carbon County,"20,609"
49009,UT,Daggett County,992
49011,UT,Davis County,"373,207"
49013,UT,Duchesne County,"20,477"
49015,UT,Emery County,"10,144"
49017,UT,Garfield County,"5,314"
49019,UT,Grand County,"9,706"
49021,UT,Iron County,"64,211"
49023,UT,Juab County,"13,023"
49025,UT,Kane County,"8,425"
49027,UT,Millard County,"13,437"
49029,UT,Morgan County,"13,000"
49031,UT,Piute County,"1,550"
49033,UT,Rich County,"2,670"
49035,UT,Salt Lake County,"1,185,813"
49037,UT,San Juan County,"14,358"
49039,UT,Sanpete County,"30,277"
49041,UT,Sevier County,"22,344"
49043,UT,Summit County,"42,759"
49045,UT,Tooele County,"82,051"
49047,UT,Uintah County,"37,747"
49049,UT,Utah County,"719,174"
49051,UT,Wasatch County,"37,144"
49053,UT,Washington County,"202,452"
49055,UT,Wayne County,"2,614"
49057,UT,Weber County,"271,926"
50000,VT,Vermont,"647,464"
50001,VT,Addison County,"37,720"
50003,VT,Bennington County,"37,183"
50005,VT,Caledonia County,"30,610"
50007,VT,Chittenden County,"169,481"
50009,VT,Essex County,"6,010"
50011,VT,Franklin County,"50,994"
50013,VT,Grand Isle County,"7,467"
50015,VT,Lamoille County,"26,060"
50017,VT,Orange County,"29,943"
50019,VT,Orleans County,"27,516"
50021,VT,Rutland County,"60,271"
50023,VT,Washington County,"60,142"
50025,VT,Windham County,"45,966"
50027,VT,Windsor County,"58,101"
51000,VA,Virginia,"8,715,698"
51001,VA,Accomack County,"33,239"
51003,VA,Albemarle County,"115,676"
51005,VA,Alleghany County,"14,595"
51007,VA,Amelia County,"13,480"
51009,VA,Amherst County,"31,396"
51011,VA,Appomattox County,"16,864"
51013,VA,Arlington County,"234,162"
51015,VA,Augusta County,"78,247"
51017,VA,Bath County,"4,051"
51019,VA,Bedford County,"81,525"
51021,VA,Bland County,"6,179"
51023,VA,Botetourt County,"34,125"
51025,VA,Brunswick County,"15,749"
51027,VA,Buchanan County,"19,087"
51029,VA,Buckingham County,"16,978"
51031,VA,Campbell County,"55,270"
51033,VA,Caroline County,"32,640"
51035,VA,Carroll County,"29,239"
51036,VA,Charles City County,"6,610"
51037,VA,Charlotte County,"11,336"
51041,VA,Chesterfield County,"383,876"
51043,VA,Clarke County,"15,466"
51045,VA,Craig County,"4,843"
51047,VA,Culpeper County,"54,973"
51049,VA,Cumberland County,"9,878"
51051,VA,Dickenson County,"13,640"
51053,VA,Dinwiddie County,"28,343"
51057,VA,Essex County,"10,598"
51059,VA,Fairfax County,"1,141,878"
51061,VA,Fauquier County,"75,165"
51063,VA,Floyd County,"15,679"
51065,VA,Fluvanna County,"28,462"
51067,VA,Franklin County,"55,549"
51069,VA,Frederick County,"95,994"
51071,VA,Giles County,"16,457"
51073,VA,Gloucester County,"40,057"
51075,VA,Goochland County,"27,197"
51077,VA,Grayson County,"15,285"
51079,VA,Greene County,"21,301"
51081,VA,Greensville County,"11,133"
51083,VA,Halifax County,"33,432"
51085,VA,Hanover County,"114,148"
51087,VA,Henrico County,"334,760"
51089,VA,Henry County,"49,702"
51091,VA,Highland County,"2,339"
51093,VA,Isle of Wight County,"40,711"
51095,VA,James City County,"82,654"
51097,VA,King and Queen County,"6,720"
51099,VA,King George County,"28,568"
51101,VA,King William County,"19,030"
51103,VA,Lancaster County,"10,859"
51105,VA,Lee County,"21,745"
51107,VA,Loudoun County,"436,347"
51109,VA,Louisa County,"41,037"
51111,VA,Lunenburg County,"12,038"
51113,VA,Madison County,"14,128"
51115,VA,Mathews County,"8,514"
51117,VA,Mecklenburg County,"30,648"
51119,VA,Middlesex County,"10,924"
51121,VA,Montgomery County,"98,666"
51125,VA,Nelson County,"14,705"
51127,VA,New Kent County,"26,134"
51131,VA,Northampton County,"12,021"
51133,VA,Northumberland County,"12,391"
51135,VA,Nottoway County,"15,566"
51137,VA,Orange County,"38,574"
51139,VA,Page County,"23,741"
51141,VA,Patrick County,"17,509"
51143,VA,Pittsylvania County,"59,571"
51145,VA,Powhatan County,"32,105"
51147,VA,Prince Edward County,"22,049"
51149,VA,Prince George County,"42,871"
51153,VA,Prince William County,"489,640"
51155,VA,Pulaski County,"33,655"
51157,VA,Rappahannock County,"7,414"
51159,VA,Richmond County,"9,184"
51161,VA,Roanoke County,"97,026"
51163,VA,Rockbridge County,"22,358"
51165,VA,Rockingham County,"86,568"
51167,VA,Russell County,"25,477"
51169,VA,Scott County,"21,433"
51171,VA,Shenandoah County,"45,228"
51173,VA,Smyth County,"29,216"
51175,VA,Southampton County,"17,975"
51177,VA,Spotsylvania County,"149,588"
51179,VA,Stafford County,"165,428"
51181,VA,Surry County,"6,593"
51183,VA,Sussex County,"10,757"
51185,VA,Tazewell County,"39,120"
51187,VA,Warren County,"41,843"
51191,VA,Washington County,"54,050"
51193,VA,Westmoreland County,"19,013"
51195,VA,Wise County,"35,174"
51197,VA,Wythe County,"28,104"
51199,VA,York County,"70,952"
51510,VA,Alexandria city,"155,230"
51520,VA,Bristol city,"16,807"
51530,VA,Buena Vista city,"6,566"
51540,VA,Charlottesville city,"44,983"
51550,VA,Chesapeake city,"253,886"
51570,VA,Colonial Heights city,"18,393"
51580,VA,Covington city,"5,545"
51590,VA,Danville city,"41,837"
51595,VA,Emporia city,"5,463"
51600,VA,Fairfax city,"25,144"
51610,VA,Falls Church city,"14,685"
51620,VA,Franklin city,"8,339"
51630,VA,Fredericksburg city,"28,928"
51640,VA,Galax city,"6,717"
51650,VA,Hampton city,"137,098"
51660,VA,Harrisonburg city,"51,082"
51670,VA,Hopewell city,"22,752"
51678,VA,Lexington city,"7,528"
51680,VA,Lynchburg city,"79,535"
51683,VA,Manassas city,"42,696"
51685,VA,Manassas Park city,"16,361"
51690,VA,Martinsville city,"13,763"
51700,VA,Newport News city,"183,118"
51710,VA,Norfolk city,"230,930"
51720,VA,Norton city,"3,492"
51730,VA,Petersburg city,"33,309"
51735,VA,Poquoson city,"12,635"
51740,VA,Portsmouth city,"96,793"
51750,VA,Radford city,"16,971"
51760,VA,Richmond city,"229,247"
51770,VA,Roanoke city,"97,171"
51775,VA,Salem city,"25,600"
51790,VA,Staunton city,"25,915"
51800,VA,Suffolk city,"100,659"
51810,VA,Virginia Beach city,"453,649"
51820,VA,Waynesboro city,"23,182"
51830,VA,Williamsburg city,"15,847"
51840,VA,Winchester city,"27,617"
53000,WA,Washington,"7,812,880"
53001,WA,Adams County,"20,820"
53003,WA,Asotin County,"22,549"
53005,WA,Benton County,"215,219"
53007,WA,Chelan County,"79,997"
53009,WA,Clallam County,"77,616"
53011,WA,Clark County,"521,150"
53013,WA,Columbia County,"4,053"
53015,WA,Cowlitz County,"112,864"
53017,WA,Douglas County,"44,798"
53019,WA,Ferry County,"7,497"
53021,WA,Franklin County,"99,034"
53023,WA,Garfield County,"2,363"
53025,WA,Grant County,"102,678"
53027,WA,Grays Harbor County,"77,290"
53029,WA,Island County,"86,267"
53031,WA,Jefferson County,"33,714"
53033,WA,King County,"2,271,380"
53035,WA,Kitsap County,"277,658"
53037,WA,Kittitas County,"45,508"
53039,WA,Klickitat County,"23,589"
53041,WA,Lewis County,"86,154"
53043,WA,Lincoln County,"11,738"
53045,WA,Mason County,"68,389"
53047,WA,Okanogan County,"43,712"
53049,WA,Pacific County,"24,200"
53051,WA,Pend Oreille County,"14,361"
53053,WA,Pierce County,"928,696"
53055,WA,San Juan County,"18,566"
53057,WA,Skagit County,"131,417"
53059,WA,Skamania County,"12,640"
53061,WA,Snohomish County,"844,761"
53063,WA,Spokane County,"551,455"
53065,WA,Stevens County,"48,837"
53067,WA,Thurston County,"299,003"
53069,WA,Wahkiakum County,"4,765"
53071,WA,Walla Walla County,"61,568"
53073,WA,Whatcom County,"231,919"
53075,WA,Whitman County,"48,012"
53077,WA,Yakima County,"256,643"
54000,WV,West Virginia,"1,770,071"
54001,WV,Barbour County,"15,378"
54003,WV,Berkeley County,"132,440"
54005,WV,Boone County,"20,576"
54007,WV,Braxton County,"12,162"
54009,WV,Brooke County,"21,373"
